"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Leuconostoc gelidum",13,451,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","gelidum"
"Leuconostoc kimchii",3,107,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","kimchii"
"Leuconostoc lactis",9,373,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","lactis"
"Leuconostoc mesenteroides",15,1244,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","mesenteroides"
"Leuconostoc pseudomesenteroides",12,7579,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","pseudomesenteroides"
"Leuconostoc suionicum",9,203,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","suionicum"
"Levilactobacillus brevis",15,1578,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","brevis"
"Levilactobacillus koreensis",13,298,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","koreensis"
"Levilactobacillus suantsaii",14,550,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","suantsaii"
"Levilactobacillus zymae",14,508,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","zymae"
"Ligilactobacillus acidipiscis",9,217,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","acidipiscis"
"Ligilactobacillus agilis",11,277,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","agilis"
"Ligilactobacillus animalis",8,917,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","animalis"
"Ligilactobacillus murinus",12,1006,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","murinus"
"Ligilactobacillus ruminis",15,11729,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","ruminis"
"Ligilactobacillus saerimneri",6,214,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","saerimneri"
"Ligilactobacillus salivarius",15,1821,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","salivarius"
"Limosilactobacillus fermentum",15,1426,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum"
"Limosilactobacillus frumenti",7,245,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","frumenti"
"Limosilactobacillus gastricus",7,122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","gastricus"
"Limosilactobacillus mucosae",15,23360,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","mucosae"
"Limosilactobacillus panis",9,170,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","panis"
"Limosilactobacillus pontis",13,340,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","pontis"
"Limosilactobacillus reuteri",15,78986,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","reuteri"
"Limosilactobacillus vaginalis",10,218,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","vaginalis"
"Liquorilactobacillus hordei",12,499,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","hordei"
"Liquorilactobacillus mali",11,362,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","mali"
"Liquorilactobacillus nagelii",14,456,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","nagelii"
"Loigolactobacillus backii",8,236,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","backii"
"Loigolactobacillus bifermentans",12,526,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","bifermentans"
"Loigolactobacillus coryniformis",15,604,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","coryniformis"
"Oenococcus kitaharae",12,248,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Oenococcus","kitaharae"
"Oenococcus oeni",11,352,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Oenococcus","oeni"
"Oenococcus sicerae",12,330,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Oenococcus","sicerae"
"Oenococcus sp. UCMA 16435",7,165,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Oenococcus","sp. UCMA 16435"
"Paucilactobacillus hokkaidonensis",13,319,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","hokkaidonensis"
"Paucilactobacillus nenjiangensis",8,208,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","nenjiangensis"
"Paucilactobacillus oligofermentans",10,225,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","oligofermentans"
"Pediococcus acidilactici",13,472,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","acidilactici"
"Pediococcus claussenii",5,155,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","claussenii"
"Pediococcus damnosus",10,248,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","damnosus"
"Pediococcus inopinatus",10,303,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","inopinatus"
"Pediococcus pentosaceus",13,550,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","pentosaceus"
"Periweissella cryptocerci",14,364,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Periweissella","cryptocerci"
"Schleiferilactobacillus harbinensis",15,1566,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Schleiferilactobacillus","harbinensis"
"Secundilactobacillus malefermentans",9,207,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus","malefermentans"
"Secundilactobacillus paracollinoides",15,608,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus","paracollinoides"
"Weissella cibaria",14,6711,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","cibaria"
"Weissella coleopterorum",4,52,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","coleopterorum"
"Weissella confusa",15,428,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","confusa"
"Weissella diestrammenae",8,128,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","diestrammenae"
"Weissella hellenica",11,535,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","hellenica"
"Weissella jogaejeotgali",10,469,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","jogaejeotgali"
"Weissella koreensis",6,144,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","koreensis"
"Weissella paramesenteroides",9,17535,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","paramesenteroides"
"Weissella soli",12,265,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","soli"
"Weissella viridescens",7,110,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","viridescens"
"Lactococcus allomyrinae",11,253,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","allomyrinae"
"Lactococcus cremoris",14,1305,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","cremoris"
"Lactococcus garvieae",15,2469,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","garvieae"
"Lactococcus lactis",15,4198,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis"
"Lactococcus piscium",8,364,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","piscium"
"Lactococcus raffinolactis",15,1419,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","raffinolactis"
"Lactococcus sp. KACC 19320",14,377,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","sp. KACC 19320"
"Lactococcus sp. LG606",4,149,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","sp. LG606"
"Lactococcus taiwanensis",13,271,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","taiwanensis"
"Streptococcus acidominimus",14,1076,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","acidominimus"
"Streptococcus agalactiae",15,10236,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","agalactiae"
"Streptococcus anginosus",15,3882,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","anginosus"
"Streptococcus australis",13,1175,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","australis"
"Streptococcus canis",15,2161,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","canis"
"Streptococcus chenjunshii",15,860,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","chenjunshii"
"Streptococcus constellatus",11,1228,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","constellatus"
"Streptococcus cristatus",15,3475,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","cristatus"
"Streptococcus dysgalactiae",15,3771,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","dysgalactiae"
"Streptococcus equi",15,1983,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","equi"
"Streptococcus equinus",14,2259,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","equinus"
"Streptococcus ferus",13,888,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ferus"
"Streptococcus gallolyticus",15,5774,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","gallolyticus"
"Streptococcus gordonii",15,2179,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","gordonii"
"Streptococcus gwangjuense",4,153,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","gwangjuense"
"Streptococcus halichoeri",12,916,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","halichoeri"
"Streptococcus halotolerans",15,820,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","halotolerans"
"Streptococcus himalayensis",12,549,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","himalayensis"
"Streptococcus ilei",9,350,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ilei"
"Streptococcus infantarius",11,624,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantarius"
"Streptococcus infantis",13,933,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantis"
"Streptococcus iniae",14,803,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","iniae"
"Streptococcus intermedius",13,754,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","intermedius"
"Streptococcus koreensis",2,73,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","koreensis"
"Streptococcus lactarius",14,1235,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","lactarius"
"Streptococcus lutetiensis",5,344,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","lutetiensis"
"Streptococcus marmotae",14,1560,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","marmotae"
"Streptococcus merionis",15,720,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","merionis"
"Streptococcus milleri",6,678,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","milleri"
"Streptococcus mitis",15,2630,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","mitis"
"Streptococcus mutans",15,1209,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","mutans"
"Streptococcus oralis",15,5381,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","oralis"
"Streptococcus pantholopis",15,1136,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pantholopis"
"Streptococcus parasanguinis",12,658,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasanguinis"
"Streptococcus parasuis",11,971,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasuis"
"Streptococcus parauberis",12,1037,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parauberis"
"Streptococcus pasteurianus",3,726,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pasteurianus"
"Streptococcus periodonticum",4,229,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","periodonticum"
"Streptococcus pluranimalium",15,2110,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pluranimalium"
"Streptococcus pneumoniae",15,8069,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pneumoniae"
"Streptococcus porcinus",15,1029,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","porcinus"
"Streptococcus pseudopneumoniae",4,245,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pseudopneumoniae"
"Streptococcus pseudoporcinus",14,907,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pseudoporcinus"
"Streptococcus pyogenes",15,4284,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pyogenes"
"Streptococcus ratti",15,1116,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ratti"
"Streptococcus respiraculi",14,688,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","respiraculi"
"Streptococcus rubneri",8,421,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","rubneri"
"Streptococcus ruminantium",7,210,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","ruminantium"
"Streptococcus salivarius",15,9938,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","salivarius"
"Streptococcus sanguinis",15,3442,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sanguinis"
"Streptococcus sobrinus",15,1882,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sobrinus"
"Streptococcus sp. 'group B'",2,2935,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. 'group B'"
"Streptococcus sp. 116-D4",11,577,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. 116-D4"
"Streptococcus sp. 1643",4,133,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. 1643"
"Streptococcus sp. A12",8,392,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. A12"
"Streptococcus sp. CNU G2",7,594,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. CNU G2"
"Streptococcus sp. CNU G3",4,637,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. CNU G3"
"Streptococcus sp. DAT741",3,89,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. DAT741"
"Streptococcus sp. FDAARGOS_192",5,544,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. FDAARGOS_192"
"Streptococcus sp. FDAARGOS_522",2,3209,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. FDAARGOS_522"
"Streptococcus sp. HKU75",14,1076,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. HKU75"
"Streptococcus sp. HSISM1",9,536,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. HSISM1"
"Streptococcus sp. HSISS2",7,1326,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. HSISS2"
"Streptococcus sp. HSISS3",8,1977,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. HSISS3"
"Streptococcus sp. KS 6",9,341,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. KS 6"
"Streptococcus sp. LPB0220",8,313,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. LPB0220"
"Streptococcus sp. NPS 308",5,253,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. NPS 308"
"Streptococcus sp. NSJ-72",2,129,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. NSJ-72"
"Streptococcus sp. oral taxon 061",11,532,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. oral taxon 061"
"Streptococcus sp. oral taxon 064",2,90,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. oral taxon 064"
"Streptococcus sp. oral taxon 431",14,929,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. oral taxon 431"
"Streptococcus sp. zg-86",10,425,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp. zg-86"
"Streptococcus suis",15,11246,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","suis"
"Streptococcus thermophilus",15,6624,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","thermophilus"
"Streptococcus troglodytae",11,548,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","troglodytae"
"Streptococcus uberis",14,893,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uberis"
"Streptococcus urinalis",10,792,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","urinalis"
"Streptococcus vestibularis",9,939,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","vestibularis"
"Christensenella minuta",15,6170,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","minuta"
"Christensenella sp. Marseille-P3954",15,19339,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","sp. Marseille-P3954"
"Alkaliphilus metalliredigens",15,1987,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","metalliredigens"
"Alkaliphilus oremlandii",14,788,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","oremlandii"
"Alkaliphilus sp. B6464",15,694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","sp. B6464"
"Butyricicoccus sp. GAM44",14,662,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Butyricicoccus","sp. GAM44"
"Caloramator sp. E03",15,1458,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Caloramator","sp. E03"
"Candidatus Arthromitus sp. SFB-mouse-NL",2,62,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Arthromitus","sp. SFB-mouse-NL"
"Candidatus Arthromitus sp. SFB-rat-Yit",13,766,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Candidatus Arthromitus","sp. SFB-rat-Yit"
"Clostridium aceticum",15,936,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","aceticum"
"Clostridium acetobutylicum",15,1426,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","acetobutylicum"
"Clostridium argentinense",15,1712,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","argentinense"
"Clostridium autoethanogenum",7,909,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","autoethanogenum"
"Clostridium baratii",15,8787,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","baratii"
"Clostridium beijerinckii",15,11352,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","beijerinckii"
"Clostridium bornimense",15,2438,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","bornimense"
"Clostridium botulinum",15,10823,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","botulinum"
"Clostridium butyricum",15,5070,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","butyricum"
"Clostridium cadaveris",15,1777,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","cadaveris"
"Clostridium carboxidivorans",14,886,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","carboxidivorans"
"Clostridium cellulovorans",15,2140,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","cellulovorans"
"Clostridium chauvoei",15,1256,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","chauvoei"
"Clostridium cochlearium",15,731,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","cochlearium"
"Clostridium diolis",7,681,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","diolis"
"Clostridium drakei",14,860,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","drakei"
"Clostridium estertheticum",15,1574,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","estertheticum"
"Clostridium fermenticellae",15,1106,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","fermenticellae"
"Clostridium formicaceticum",15,982,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","formicaceticum"
"Clostridium gasigenes",15,1780,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","gasigenes"
"Clostridium intestinale",15,1747,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","intestinale"
"Clostridium isatidis",15,1887,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","isatidis"
"Clostridium kluyveri",15,2246,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","kluyveri"
"Clostridium ljungdahlii",5,435,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","ljungdahlii"
"Clostridium manihotivorum",15,3136,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","manihotivorum"
"Clostridium novyi",14,906,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","novyi"
"Clostridium pasteurianum",15,2868,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","pasteurianum"
"Clostridium perfringens",15,9189,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","perfringens"
"Clostridium saccharobutylicum",15,1735,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","saccharobutylicum"
"Clostridium saccharoperbutylacetonicum",15,2144,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","saccharoperbutylacetonicum"
"Clostridium scatologenes",13,918,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","scatologenes"
"Clostridium septicum",15,2049,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","septicum"
"Clostridium sp. 'deep sea'",15,852,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. 'deep sea'"
"Clostridium sp. 001",14,990,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. 001"
"Clostridium sp. AWRP",15,912,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. AWRP"
"Clostridium sp. BNL1100",15,1954,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. BNL1100"
"Clostridium sp. C1",15,5105,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. C1"
"Clostridium sp. C5S11",15,1960,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. C5S11"
"Clostridium sp. DL-VIII",15,2157,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. DL-VIII"
"Clostridium sp. JN-1",15,1246,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. JN-1"
"Clostridium sp. JN-9",15,1310,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. JN-9"
"Clostridium sp. M62/1",15,40043,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. M62/1"
"Clostridium sp. MF28",8,1069,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. MF28"
"Clostridium sp. SY8519",15,15325,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sp. SY8519"
"Clostridium sporogenes",15,6549,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","sporogenes"
"Clostridium taeniosporum",15,1289,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","taeniosporum"
