"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Aggregatibacter sp. 2125159857",3,58,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","sp. 2125159857"
"Aggregatibacter sp. Marseille-P9115",2,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","sp. Marseille-P9115"
"Avibacterium paragallinarum",14,695,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Avibacterium","paragallinarum"
"Avibacterium volantium",7,160,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Avibacterium","volantium"
"Basfia [Mannheimia] succiniciproducens",5,154,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Basfia","[Mannheimia] succiniciproducens"
"Bibersteinia trehalosi",13,4118,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bibersteinia","trehalosi"
"Bisgaardia hudsonensis",10,194,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bisgaardia","hudsonensis"
"Frederiksenia canicola",9,199,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Frederiksenia","canicola"
"Gallibacterium anatis",12,1228,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Gallibacterium","anatis"
"Glaesserella parasuis",15,835,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Glaesserella","parasuis"
"Glaesserella sp. 15-184",9,198,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Glaesserella","sp. 15-184"
"Haemophilus [Haemophilus] ducreyi",7,309,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","[Haemophilus] ducreyi"
"Haemophilus haemolyticus",13,352,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","haemolyticus"
"Haemophilus influenzae",15,1095,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","influenzae"
"Haemophilus parahaemolyticus",11,243,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parahaemolyticus"
"Haemophilus parainfluenzae",15,2140,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","parainfluenzae"
"Haemophilus pittmaniae",7,118,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","pittmaniae"
"Histophilus somni",12,321,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Histophilus","somni"
"Mannheimia bovis",6,111,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","bovis"
"Mannheimia granulomatis",15,594,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","granulomatis"
"Mannheimia haemolytica",13,887,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","haemolytica"
"Mannheimia sp. USDA-ARS-USMARC-1261",5,142,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","sp. USDA-ARS-USMARC-1261"
"Mannheimia varigena",13,576,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","varigena"
"Otariodibacter oris",9,122,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Otariodibacter","oris"
"Pasteurella atlantica",10,188,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","atlantica"
"Pasteurella canis",12,215,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","canis"
"Pasteurella multocida",15,1826,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","multocida"
"Pasteurella skyensis",7,128,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","skyensis"
"Rodentibacter haemolyticus",12,222,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter","haemolyticus"
"Rodentibacter heylii",13,292,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter","heylii"
"Vespertiliibacter pulmonis",7,92,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Vespertiliibacter","pulmonis"
"Marinobacter adhaerens",10,657,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","adhaerens"
"Marinobacter fonticola",14,412,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","fonticola"
"Marinobacter nauticus",15,872,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","nauticus"
"Marinobacter psychrophilus",7,116,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","psychrophilus"
"Marinobacter salarius",15,638,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","salarius"
"Marinobacter salinus",15,375,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","salinus"
"Marinobacter salsuginis",15,419,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","salsuginis"
"Marinobacter similis",13,411,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","similis"
"Marinobacter sp. Arc7-DN-1",12,403,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. Arc7-DN-1"
"Marinobacter sp. BSs20148",6,137,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. BSs20148"
"Marinobacter sp. CA1",15,513,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. CA1"
"Marinobacter sp. CP1",10,316,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. CP1"
"Marinobacter sp. es.042",8,173,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. es.042"
"Marinobacter sp. JH2",12,393,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. JH2"
"Marinobacter sp. LPB0319",13,426,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. LPB0319"
"Marinobacter sp. LQ44",14,1900,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. LQ44"
"Marinobacter sp. LV10R510-11A",14,334,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. LV10R510-11A"
"Marinobacter sp. NP-4(2019)",14,912,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","sp. NP-4(2019)"
"Azotobacter chroococcum",15,975,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter","chroococcum"
"Azotobacter salinestris",15,667,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter","salinestris"
"Entomomonas moraniae",12,282,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas","moraniae"
"Entomomonas sp. F2A",8,232,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas","sp. F2A"
"Halopseudomonas aestusnigri",12,875,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","aestusnigri"
"Halopseudomonas litoralis",14,598,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","litoralis"
"Halopseudomonas sabulinigri",13,406,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","sabulinigri"
"Halopseudomonas salegens",13,543,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","salegens"
"Halopseudomonas sp. RR6",13,442,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","sp. RR6"
"Halopseudomonas xinjiangensis",14,340,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","xinjiangensis"
"Permianibacter aggregans",13,420,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Permianibacter","aggregans"
"Pseudomonas aeruginosa",15,42596,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","aeruginosa"
"Pseudomonas agarici",12,340,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","agarici"
"Pseudomonas alcaligenes",15,3188,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","alcaligenes"
"Pseudomonas alcaliphila",8,226,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","alcaliphila"
"Pseudomonas alkylphenolica",15,699,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","alkylphenolica"
"Pseudomonas allokribbensis",10,271,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","allokribbensis"
"Pseudomonas alvandae",11,316,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","alvandae"
"Pseudomonas amygdali",11,688,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","amygdali"
"Pseudomonas antarctica",14,499,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","antarctica"
"Pseudomonas anuradhapurensis",5,123,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","anuradhapurensis"
"Pseudomonas argentinensis",14,470,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","argentinensis"
"Pseudomonas arsenicoxydans",14,354,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","arsenicoxydans"
"Pseudomonas asgharzadehiana",10,196,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","asgharzadehiana"
"Pseudomonas asiatica",3,204,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","asiatica"
"Pseudomonas asplenii",8,118,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","asplenii"
"Pseudomonas asturiensis",14,471,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","asturiensis"
"Pseudomonas atacamensis",5,166,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","atacamensis"
"Pseudomonas azerbaijanoriens",7,130,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","azerbaijanoriens"
"Pseudomonas azotoformans",14,859,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","azotoformans"
"Pseudomonas balearica",15,1652,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","balearica"
"Pseudomonas brassicacearum",14,3589,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","brassicacearum"
"Pseudomonas brenneri",8,191,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","brenneri"
"Pseudomonas campi",12,348,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","campi"
"Pseudomonas Candidatus Pseudomonas adelgestsugas",6,76,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Candidatus Pseudomonas adelgestsugas"
"Pseudomonas cavernae",15,594,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","cavernae"
"Pseudomonas cedrina",10,246,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","cedrina"
"Pseudomonas chloritidismutans",2,62,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","chloritidismutans"
"Pseudomonas chlororaphis",15,3292,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","chlororaphis"
"Pseudomonas cichorii",15,876,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","cichorii"
"Pseudomonas citronellolis",15,851,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","citronellolis"
"Pseudomonas congelans",11,277,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","congelans"
"Pseudomonas coronafaciens",13,423,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","coronafaciens"
"Pseudomonas corrugata",14,520,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","corrugata"
"Pseudomonas cremoricolorata",15,520,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","cremoricolorata"
"Pseudomonas donghuensis",2,72,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","donghuensis"
"Pseudomonas entomophila",15,938,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","entomophila"
"Pseudomonas eucalypticola",13,522,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","eucalypticola"
"Pseudomonas extremaustralis",12,376,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","extremaustralis"
"Pseudomonas fakonensis",12,210,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fakonensis"
"Pseudomonas fluorescens",15,13812,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fluorescens"
"Pseudomonas fragi",11,456,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fragi"
"Pseudomonas frederiksbergensis",15,574,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","frederiksbergensis"
"Pseudomonas fulva",14,1499,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fulva"
"Pseudomonas furukawaii",14,842,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","furukawaii"
"Pseudomonas fuscovaginae",8,125,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fuscovaginae"
"Pseudomonas glycinae",2,62,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","glycinae"
"Pseudomonas gozinkensis",8,158,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","gozinkensis"
"Pseudomonas graminis",12,258,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","graminis"
"Pseudomonas granadensis",10,223,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","granadensis"
"Pseudomonas guangdongensis",14,479,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","guangdongensis"
"Pseudomonas hamedanensis",10,262,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","hamedanensis"
"Pseudomonas iranensis",9,197,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","iranensis"
"Pseudomonas khazarica",5,136,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","khazarica"
"Pseudomonas knackmussii",15,2016,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","knackmussii"
"Pseudomonas koreensis",14,616,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","koreensis"
"Pseudomonas kribbensis",10,456,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","kribbensis"
"Pseudomonas kunmingensis",4,85,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","kunmingensis"
"Pseudomonas lactis",5,67,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","lactis"
"Pseudomonas lalkuanensis",15,970,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","lalkuanensis"
"Pseudomonas libanensis",7,891,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","libanensis"
"Pseudomonas lini",12,254,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","lini"
"Pseudomonas lundensis",13,373,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","lundensis"
"Pseudomonas lurida",8,183,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","lurida"
"Pseudomonas luteola",10,300,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","luteola"
"Pseudomonas mandelii",6,264,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","mandelii"
"Pseudomonas marincola",14,541,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","marincola"
"Pseudomonas maumuensis",7,141,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","maumuensis"
"Pseudomonas mediterranea",13,343,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","mediterranea"
